Zeitstempel;Abgas;VW_Kessel;VW_SP_oben;VW_SP_unten;VW_Garage;VW_Brauchwasser;VW_Vorlauf;VW_Rücklauf;VW_Wohnung;VW_Verteiler;VW_AT;VW_Büro
23.02.2020 16:28:38;23.4;31.6;24.9;24.7;10.8;40.3;26.1;24.9;21.1;20.7;13.6;19.2
23.02.2020 16:28:44;23.4;31.5;24.8;24.6;10.9;40.3;26.1;24.9;21.1;20.7;13.6;19.3
23.02.2020 16:28:50;23.4;31.6;24.9;24.6;10.9;40.3;26.1;24.9;21.1;20.8;13.6;19.3
23.02.2020 16:29:27;23.4;31.5;24.8;24.6;10.9;40.3;26.1;24.9;21.1;20.8;13.5;19.3
23.02.2020 16:29:33;23.4;31.5;24.8;24.6;10.8;40.2;26.1;24.9;21.1;20.8;13.6;19.3
23.02.2020 16:29:39;23.4;31.5;24.8;24.6;10.9;40.2;26.1;24.9;21.1;20.8;13.5;19.3
23.02.2020 16:29:46;23.4;31.5;24.8;24.6;10.9;40.2;26.1;24.9;21.1;20.9;13.5;19.3
23.02.2020 16:30:22;23.5;31.5;24.8;24.6;10.8;40.2;26.1;24.9;21.1;20.9;13.5;19.3
23.02.2020 16:30:28;23.4;31.5;24.8;24.6;10.9;40.2;26.1;24.9;21.1;20.8;13.5;19.3
23.02.2020 16:30:34;23.4;31.5;24.8;24.6;10.9;40.2;26.1;24.9;21.1;20.8;13.5;19.4
23.02.2020 16:30:41;23.4;31.5;24.8;24.6;10.9;40.2;26.1;24.9;21.1;20.8;13.5;19.4
23.02.2020 16:31:17;23.3;31.5;24.8;24.6;10.8;40.1;26.1;24.9;21.1;20.8;13.5;19.3
23.02.2020 16:31:24;23.3;31.5;24.8;24.6;10.9;40.1;26.1;24.9;21.1;20.8;13.5;19.3
23.02.2020 16:31:30;23.3;31.5;24.8;24.6;10.9;40.1;26.1;24.9;21.1;20.9;13.5;19.3
23.02.2020 16:31:36;23.4;31.5;24.8;24.6;10.9;40.1;26.1;24.9;21.1;20.8;13.5;19.3
23.02.2020 16:32:13;23.4;31.4;24.7;24.6;10.9;40.1;26.0;24.9;21.1;20.8;13.5;19.2
23.02.2020 16:32:19;23.4;31.4;24.7;24.5;10.9;40.1;26.0;24.9;21.1;20.8;13.4;19.2
23.02.2020 16:32:25;23.4;31.5;24.8;24.6;10.8;40.1;26.0;24.9;21.1;20.8;13.4;19.2
23.02.2020 16:32:31;23.3;31.5;24.8;24.6;10.9;40.0;26.0;24.9;21.1;20.8;13.4;19.2
23.02.2020 16:33:08;23.3;31.4;24.7;24.5;10.8;40.0;26.0;24.8;21.1;20.8;13.4;19.3
23.02.2020 16:33:14;23.3;31.4;24.7;24.6;10.8;40.0;26.0;24.8;21.1;20.8;13.4;19.3
23.02.2020 16:33:20;23.4;31.4;24.8;24.5;10.9;40.0;26.0;24.8;21.1;20.8;13.4;19.3
23.02.2020 16:33:26;23.4;31.4;24.8;24.5;10.9;40.0;26.0;24.8;21.1;20.8;13.4;19.4
23.02.2020 16:34:03;23.4;31.4;24.8;24.6;10.9;40.0;26.0;24.8;21.1;20.8;13.4;19.3
23.02.2020 16:34:09;23.4;31.4;24.7;24.5;10.8;39.9;26.0;24.8;21.1;20.8;13.4;19.3
23.02.2020 16:34:15;23.4;31.4;24.7;24.5;10.8;40.0;26.0;24.8;21.1;20.8;13.4;19.3
23.02.2020 16:34:22;23.4;31.4;24.8;24.5;10.8;39.9;26.0;24.8;21.1;20.8;13.4;19.3
23.02.2020 16:34:58;23.4;31.4;24.7;24.5;10.9;39.9;26.0;24.8;21.1;20.8;13.5;19.3
23.02.2020 16:35:04;23.4;31.4;24.7;24.5;10.9;39.9;26.0;24.8;21.1;20.9;13.5;19.3
23.02.2020 16:35:11;23.4;31.4;24.7;24.5;10.9;39.9;26.0;24.8;21.1;20.9;13.5;19.3
23.02.2020 16:35:17;23.4;31.4;24.7;24.5;10.8;39.9;26.0;24.8;21.1;20.9;13.5;19.3
23.02.2020 16:35:53;23.5;31.4;24.7;24.5;10.8;39.9;26.0;24.8;21.1;20.9;13.5;19.3
23.02.2020 16:36:00;23.5;31.4;24.7;24.5;10.9;39.9;26.0;24.8;21.1;20.9;13.5;19.2
23.02.2020 16:36:06;23.5;31.4;24.7;24.5;10.8;39.9;26.0;24.8;21.1;20.9;13.5;19.2
23.02.2020 16:36:12;23.5;31.4;24.7;24.5;10.8;39.9;26.0;24.8;21.1;20.9;13.5;19.2
23.02.2020 16:36:49;23.4;31.4;24.7;24.5;10.8;39.8;26.0;24.8;21.1;20.9;13.5;19.2
23.02.2020 16:36:55;23.4;31.4;24.7;24.5;10.8;39.8;26.0;24.8;21.1;20.8;13.6;19.1
23.02.2020 16:37:01;23.4;31.4;24.7;24.5;10.8;39.8;25.9;24.8;21.1;20.8;13.5;19.1
23.02.2020 16:37:07;23.4;31.3;24.7;24.5;10.8;39.8;25.9;24.8;21.1;20.8;13.5;19.1
23.02.2020 16:38:10;23.5;31.3;24.7;24.5;10.9;39.7;25.9;24.8;21.1;20.8;13.6;19.2
23.02.2020 16:38:21;23.4;31.3;24.7;24.5;10.9;39.7;25.9;24.8;21.1;20.8;13.6;19.3
23.02.2020 16:38:32;23.4;31.3;24.7;24.4;10.8;39.7;25.9;24.8;21.1;20.8;13.6;19.3
23.02.2020 16:38:44;23.5;31.3;24.7;24.5;10.8;39.7;25.9;24.8;21.1;20.9;13.5;19.3
23.02.2020 16:38:55;23.5;31.3;24.7;24.4;10.9;39.7;25.9;24.8;21.1;20.9;13.5;19.2
23.02.2020 16:39:06;23.4;31.3;24.7;24.4;10.8;39.7;25.9;24.7;21.1;20.9;13.5;19.2
23.02.2020 16:39:17;23.3;31.3;24.7;24.4;10.8;39.7;25.9;24.8;21.1;20.8;13.5;19.2
23.02.2020 16:39:29;23.2;31.3;24.7;24.5;10.8;39.6;25.9;24.7;21.1;20.8;13.5;19.0
23.02.2020 16:39:40;23.2;31.3;24.7;24.4;10.8;39.7;25.9;24.8;21.1;20.8;13.5;19.1
23.02.2020 16:39:51;23.2;31.3;24.7;24.4;10.9;39.7;25.9;24.8;21.1;20.8;13.5;19.2
23.02.2020 16:40:02;23.2;31.3;24.7;24.4;10.8;39.6;25.9;24.7;21.1;20.8;13.4;19.2
23.02.2020 16:40:13;23.2;31.3;24.6;24.4;10.8;39.6;25.9;24.7;21.1;20.8;13.4;19.2
23.02.2020 16:40:25;23.2;31.3;24.6;24.4;10.8;39.6;25.9;24.7;21.1;20.8;13.5;19.2
23.02.2020 16:40:36;23.1;31.2;24.6;24.4;10.8;39.6;25.9;24.7;21.1;20.8;13.5;19.3
23.02.2020 16:40:47;23.1;31.2;24.6;24.4;10.8;39.6;25.9;24.7;21.0;20.8;13.4;19.2
23.02.2020 16:40:58;23.2;31.3;24.6;24.4;10.8;39.6;25.9;24.7;21.1;20.8;13.5;19.2
23.02.2020 16:41:10;23.2;31.3;24.6;24.4;10.8;39.6;25.9;24.7;21.1;20.8;13.5;19.2
23.02.2020 16:41:21;23.2;31.3;24.6;24.4;10.8;39.6;25.8;24.7;21.1;20.9;13.5;19.2
23.02.2020 16:41:32;23.2;31.3;24.6;24.4;10.8;39.6;25.9;24.7;21.1;20.9;13.5;19.2
23.02.2020 16:41:43;23.2;31.2;24.6;24.4;10.8;39.6;25.9;24.7;21.1;20.9;13.5;19.2
23.02.2020 16:41:55;23.3;31.2;24.6;24.4;10.8;39.5;25.8;24.7;21.1;20.9;13.5;19.3
23.02.2020 16:42:06;23.2;31.2;24.6;24.4;10.8;39.5;25.8;24.7;21.1;20.9;13.5;19.3
23.02.2020 16:42:17;23.2;31.2;24.6;24.4;10.8;39.5;25.8;24.7;21.1;20.9;13.5;19.3
23.02.2020 16:42:28;23.3;31.2;24.6;24.4;10.8;39.5;25.8;24.7;21.1;20.9;13.5;19.2
23.02.2020 16:42:40;23.3;31.2;24.6;24.4;10.8;39.5;25.8;24.7;21.1;20.9;13.5;19.3
23.02.2020 16:42:51;23.3;31.2;24.6;24.4;10.8;39.5;25.8;24.7;21.1;20.9;13.4;19.3
23.02.2020 16:43:02;23.3;31.2;24.6;24.4;10.8;39.5;25.8;24.7;21.1;20.8;13.5;19.3
23.02.2020 16:43:13;23.2;31.2;24.6;24.4;10.8;39.5;25.8;24.6;21.1;20.8;13.4;19.2
23.02.2020 16:43:25;23.2;31.2;24.6;24.4;10.8;39.5;25.8;24.7;21.0;20.8;13.4;19.2
23.02.2020 16:43:36;23.2;31.2;24.6;24.4;10.8;39.5;25.8;24.7;21.1;20.8;13.4;19.2
23.02.2020 16:43:47;23.2;31.2;24.5;24.3;10.8;39.5;25.8;24.6;21.0;20.7;13.4;19.2
23.02.2020 16:43:58;23.2;31.2;24.6;24.4;10.8;39.5;25.8;24.6;21.1;20.8;13.4;19.2
23.02.2020 16:44:10;23.2;31.2;24.6;24.3;10.8;39.5;25.8;24.6;21.1;20.8;13.3;19.2
23.02.2020 16:44:21;23.2;31.1;24.6;24.3;10.8;39.4;25.7;24.6;21.0;20.8;13.4;19.2
23.02.2020 16:44:32;23.3;31.1;24.5;24.3;10.8;39.5;25.8;24.6;21.1;20.8;13.4;19.2
23.02.2020 16:44:43;23.3;31.1;24.6;24.3;10.8;39.4;25.8;24.7;21.0;20.8;13.4;19.2
23.02.2020 16:44:55;23.3;31.1;24.5;24.3;10.8;39.5;25.8;24.7;21.1;20.9;13.4;19.2
23.02.2020 16:45:06;23.3;31.1;24.5;24.3;10.8;39.4;25.8;24.6;21.0;20.8;13.5;19.2
23.02.2020 16:45:17;23.2;31.1;24.5;24.3;10.8;39.4;25.8;24.6;21.0;20.8;13.5;19.2
23.02.2020 16:45:28;23.2;31.1;24.5;24.3;10.8;39.4;25.8;24.6;21.0;20.9;13.5;19.2
23.02.2020 16:45:40;23.2;31.1;24.5;24.3;10.8;39.4;25.7;24.6;21.0;20.8;13.4;19.3
23.02.2020 16:45:51;23.3;31.1;24.5;24.3;10.8;39.4;25.7;24.6;21.1;20.9;13.5;19.3
23.02.2020 16:46:02;23.3;31.2;24.6;24.3;10.8;39.4;25.7;24.6;21.0;20.9;13.4;19.2
23.02.2020 16:46:13;23.3;31.1;24.5;24.4;10.8;39.4;25.7;24.6;21.0;20.8;13.4;19.1
23.02.2020 16:46:24;23.3;31.1;24.5;24.3;10.8;39.4;25.7;24.6;21.0;20.8;13.3;19.2
23.02.2020 16:46:36;23.2;31.1;24.5;24.3;10.8;39.4;25.7;24.6;21.1;20.8;13.3;19.2
23.02.2020 16:46:47;23.1;31.1;24.5;24.3;10.8;39.4;25.7;24.6;21.0;20.8;13.3;19.3
23.02.2020 16:46:58;23.2;31.1;24.5;24.3;10.8;39.4;25.7;24.6;21.0;20.7;13.3;19.3
23.02.2020 16:47:09;23.2;31.1;24.5;24.3;10.8;39.3;25.7;24.6;21.0;20.7;13.3;19.3
23.02.2020 16:47:21;23.2;31.1;24.5;24.3;10.8;39.3;25.7;24.6;21.0;20.8;13.3;19.2
23.02.2020 16:47:32;23.1;31.1;24.5;24.3;10.9;39.4;25.7;24.6;21.0;20.7;13.3;19.2
23.02.2020 16:47:43;23.1;31.1;24.5;24.3;10.8;39.3;25.7;24.6;21.0;20.8;13.3;19.2
23.02.2020 16:47:54;23.1;31.1;24.6;24.3;10.8;39.3;25.8;24.6;21.0;20.8;13.3;19.3
23.02.2020 16:48:06;23.1;31.1;24.5;24.3;10.8;39.3;25.7;24.6;21.0;20.8;13.3;19.3
23.02.2020 16:48:17;23.1;31.1;24.5;24.3;10.9;39.3;25.7;24.6;21.1;20.7;13.3;19.3
23.02.2020 16:48:28;23.1;31.1;24.5;24.3;10.8;39.3;25.7;24.6;21.0;20.8;13.3;19.3
23.02.2020 16:48:39;23.1;31.1;24.5;24.3;10.8;39.3;25.7;24.6;21.1;20.8;13.3;19.3
23.02.2020 16:48:50;23.1;31.1;24.5;24.3;10.8;39.3;25.7;24.6;21.0;20.7;13.3;19.2
23.02.2020 16:49:02;23.1;31.1;24.5;24.3;10.8;39.3;25.7;24.6;21.0;20.8;13.3;19.2
23.02.2020 16:49:13;23.1;31.1;24.5;24.3;10.8;39.3;25.7;24.6;21.1;20.8;13.4;19.3
23.02.2020 16:49:24;23.2;31.1;24.5;24.3;10.8;39.3;25.7;24.6;21.1;20.8;13.4;19.3
23.02.2020 16:49:35;23.2;31.0;24.5;24.3;10.8;39.3;25.7;24.6;21.0;20.9;13.4;19.3
23.02.2020 16:49:47;23.2;31.0;24.4;24.3;10.8;39.3;25.7;24.6;21.1;20.9;13.4;19.3
23.02.2020 16:49:58;23.2;31.0;24.4;24.3;10.8;39.3;25.7;24.6;21.0;20.9;13.4;19.3
23.02.2020 16:50:09;23.2;31.0;24.4;24.2;10.8;39.3;25.7;24.6;21.0;20.8;13.4;19.3
23.02.2020 16:50:20;23.2;31.0;24.5;24.3;10.8;39.2;25.7;24.5;21.0;20.8;13.3;19.3
23.02.2020 16:50:31;23.2;31.0;24.4;24.3;10.8;39.2;25.7;24.5;21.1;20.9;13.4;19.3
23.02.2020 16:50:43;23.2;31.0;24.4;24.3;10.8;39.2;25.7;24.5;21.0;20.9;13.4;19.3
23.02.2020 16:50:54;23.2;31.0;24.4;24.3;10.8;39.2;25.6;24.5;21.0;20.8;13.3;19.3
23.02.2020 16:51:05;23.2;31.0;24.4;24.3;10.8;39.2;25.7;24.6;21.0;20.8;13.4;19.3
23.02.2020 16:51:17;23.2;31.0;24.4;24.3;10.8;39.2;25.7;24.6;21.1;20.8;13.4;19.3
23.02.2020 16:51:28;23.2;31.0;24.4;24.3;10.8;39.2;25.6;24.5;21.0;20.8;13.4;19.3
23.02.2020 16:51:39;23.1;31.0;24.4;24.3;10.8;39.2;25.6;24.5;21.0;20.8;13.4;19.3
23.02.2020 16:51:50;23.1;31.0;24.4;24.2;10.8;39.2;25.6;24.5;21.1;20.8;13.4;19.3
23.02.2020 16:52:01;23.1;31.0;24.4;24.2;10.8;39.2;25.6;24.5;21.0;20.8;13.4;19.3
23.02.2020 16:52:12;23.1;31.0;24.5;24.3;10.8;39.2;25.6;24.5;21.0;20.8;13.4;19.2
23.02.2020 16:52:24;23.1;31.0;24.4;24.3;10.8;39.2;25.6;24.5;21.0;20.8;13.4;19.3
23.02.2020 16:52:35;23.1;31.0;24.4;24.2;10.8;39.2;25.6;24.5;21.0;20.8;13.4;19.2
23.02.2020 16:52:46;23.1;31.0;24.4;24.2;10.8;39.1;25.6;24.5;21.0;20.8;13.4;19.2
23.02.2020 16:52:58;23.1;31.0;24.4;24.3;10.8;39.1;25.6;24.5;21.0;20.9;13.4;19.2
23.02.2020 16:53:09;23.1;31.0;24.4;24.2;10.8;39.1;25.6;24.5;21.0;20.9;13.4;19.2
23.02.2020 16:53:20;23.1;30.9;24.4;24.2;10.8;39.1;25.6;24.5;21.0;20.9;13.4;19.2
23.02.2020 16:53:31;23.1;30.9;24.4;24.2;10.8;39.1;25.6;24.5;21.0;20.8;13.4;19.2
23.02.2020 16:53:42;23.1;30.9;24.4;24.2;10.8;39.1;25.6;24.5;21.1;20.8;13.4;19.2
23.02.2020 16:53:54;23.2;30.9;24.4;24.2;10.8;39.1;25.6;24.5;21.1;20.8;13.4;19.2
23.02.2020 16:54:05;23.2;30.9;24.4;24.2;10.8;39.1;25.6;24.5;21.0;20.9;13.4;19.2
23.02.2020 16:54:16;23.1;30.9;24.4;24.2;10.8;39.1;25.6;24.5;21.0;20.8;13.4;19.2
23.02.2020 16:54:27;23.1;30.9;24.4;24.2;10.8;39.1;25.6;24.5;21.0;20.8;13.4;19.2
23.02.2020 16:54:39;23.1;30.9;24.4;24.2;10.8;39.1;25.6;24.5;21.0;20.9;13.4;19.2
23.02.2020 16:54:50;23.2;30.9;24.4;24.2;10.8;39.1;25.6;24.5;21.1;20.8;13.4;19.2
23.02.2020 16:55:01;23.2;30.9;24.4;24.2;10.8;39.1;25.6;24.5;21.0;20.8;13.4;19.2
23.02.2020 16:55:12;23.2;30.9;24.4;24.2;10.8;39.1;25.6;24.5;21.1;20.8;13.5;19.2
23.02.2020 16:55:23;23.2;30.9;24.3;24.2;10.8;39.1;25.6;24.5;21.0;20.8;13.4;19.2
23.02.2020 16:55:35;23.2;30.9;24.3;24.2;10.8;39.0;25.6;24.5;21.0;20.8;13.4;19.3
23.02.2020 16:55:46;23.2;30.9;24.3;24.2;10.8;39.0;25.6;24.5;21.0;20.7;13.4;19.3
23.02.2020 16:55:57;23.2;30.9;24.3;24.2;10.8;39.0;25.6;24.5;21.1;20.8;13.4;19.2
23.02.2020 16:56:08;23.2;30.9;24.3;24.2;10.8;39.0;25.6;24.5;21.0;20.8;13.4;19.2
23.02.2020 16:56:20;23.2;30.9;24.4;24.2;10.8;39.0;25.6;24.5;21.0;20.8;13.4;19.3
23.02.2020 16:56:31;23.2;30.9;24.4;24.2;10.8;39.0;25.6;24.4;21.0;20.8;13.4;19.3
23.02.2020 16:56:42;23.2;30.9;24.3;24.2;10.8;39.0;25.6;24.5;21.0;20.8;13.4;19.3
23.02.2020 16:56:53;23.3;30.9;24.4;24.2;10.8;39.0;25.6;24.5;21.0;20.8;13.3;19.2
23.02.2020 16:57:05;23.2;30.9;24.3;24.2;10.8;39.0;25.6;24.5;21.0;20.8;13.3;19.2
23.02.2020 16:57:16;23.2;30.9;24.3;24.2;10.8;39.0;25.6;24.4;21.0;20.8;13.3;19.3
23.02.2020 16:57:27;23.2;30.8;24.3;24.2;10.8;39.0;25.6;24.5;21.0;20.8;13.3;19.3
23.02.2020 16:57:38;23.2;30.8;24.3;24.1;10.8;39.0;25.6;24.4;21.0;20.8;13.3;19.2
23.02.2020 16:57:50;23.2;30.8;24.3;24.2;10.8;39.0;25.6;24.5;21.0;20.8;13.3;19.2
23.02.2020 16:58:01;23.2;30.8;24.3;24.2;10.8;39.0;25.6;24.4;21.0;20.8;13.3;19.2
23.02.2020 16:58:12;23.2;30.9;24.3;24.2;10.8;39.0;25.5;24.4;21.0;20.8;13.3;19.3
23.02.2020 16:58:23;23.1;30.9;24.4;24.2;10.8;39.0;25.5;24.4;21.0;20.7;13.3;19.2
23.02.2020 16:58:35;23.1;30.8;24.3;24.2;10.8;39.0;25.5;24.4;21.0;20.7;13.3;19.3
23.02.2020 16:58:46;23.1;30.8;24.3;24.2;10.8;39.0;25.5;24.4;21.0;20.7;13.3;19.3
23.02.2020 16:58:57;23.1;30.9;24.3;24.2;10.8;38.9;25.5;24.4;21.0;20.7;13.3;19.3
23.02.2020 16:59:08;23.1;30.8;24.3;24.1;10.8;39.0;25.5;24.4;21.0;20.7;13.3;19.3
23.02.2020 16:59:20;23.1;30.8;24.3;24.1;10.8;38.9;25.5;24.4;21.0;20.7;13.3;19.3
23.02.2020 16:59:31;23.1;30.8;24.3;24.1;10.8;38.9;25.5;24.4;21.0;20.7;13.3;19.2
23.02.2020 16:59:42;23.0;30.8;24.3;24.2;10.8;39.0;25.5;24.4;21.0;20.6;13.2;19.2
23.02.2020 16:59:53;23.0;30.8;24.3;24.1;10.8;38.9;25.5;24.4;21.0;20.6;13.2;19.3
23.02.2020 17:00:04;23.0;30.8;24.3;24.1;10.8;38.9;25.5;24.4;21.0;20.7;13.2;19.2
23.02.2020 17:00:16;23.1;30.8;24.3;24.2;10.8;38.9;25.5;24.4;21.0;20.7;13.2;19.3
23.02.2020 17:00:27;23.1;30.8;24.3;24.1;10.8;38.9;25.5;24.4;21.0;20.7;13.2;19.2
23.02.2020 17:00:38;23.0;30.8;24.3;24.1;10.8;38.9;25.5;24.4;21.0;20.8;13.2;19.3
23.02.2020 17:00:50;23.1;30.8;24.3;24.1;10.8;38.9;25.5;24.4;21.0;20.8;13.3;19.3
23.02.2020 17:01:01;23.1;30.8;24.3;24.1;10.8;38.9;25.5;24.4;21.0;20.7;13.2;19.3
23.02.2020 17:01:17;23.1;30.8;24.3;24.1;10.8;38.9;25.5;24.4;21.0;20.7;13.3;19.3
23.02.2020 17:01:28;23.1;30.8;24.3;24.1;10.8;38.9;25.5;24.4;21.0;20.7;13.3;19.3
23.02.2020 17:01:40;23.1;30.8;24.3;24.1;10.8;38.9;25.5;24.3;21.0;20.7;13.3;19.3
23.02.2020 17:01:51;23.1;30.8;24.3;24.1;10.8;38.9;25.5;24.3;21.0;20.8;13.2;19.3
23.02.2020 17:02:02;23.1;30.8;24.3;24.1;10.8;38.9;25.5;24.3;21.0;20.8;13.2;19.2
23.02.2020 17:02:13;23.1;30.8;24.3;24.1;10.8;38.9;25.5;24.4;21.0;20.8;13.2;19.2
23.02.2020 17:02:25;23.1;30.8;24.3;24.1;10.8;38.9;25.5;24.3;21.0;20.8;13.2;19.3
23.02.2020 17:02:36;23.1;30.8;24.3;24.1;10.8;38.9;25.5;24.3;21.0;20.8;13.2;19.2
23.02.2020 17:02:47;23.1;30.8;24.3;24.1;10.8;38.9;25.5;24.3;21.0;20.7;13.2;19.2
23.02.2020 17:02:58;23.1;30.7;24.3;24.1;10.8;38.8;25.5;24.4;21.0;20.7;13.3;19.3
23.02.2020 17:03:10;23.1;30.7;24.2;24.1;10.8;38.8;25.5;24.3;21.0;20.7;13.2;19.2
23.02.2020 17:03:21;23.1;30.7;24.2;24.1;10.8;38.9;25.5;24.3;21.0;20.7;13.2;19.2
23.02.2020 17:03:32;23.1;30.7;24.2;24.1;10.8;38.8;25.5;24.3;21.0;20.8;13.2;19.2
23.02.2020 17:03:43;23.1;30.7;24.2;24.1;10.8;38.8;25.5;24.3;21.0;20.7;13.2;19.2
23.02.2020 17:03:55;23.1;30.7;24.2;24.1;10.8;38.8;25.5;24.3;21.0;20.7;13.2;19.3
23.02.2020 17:04:06;23.0;30.7;24.2;24.1;10.8;38.8;25.4;24.3;21.0;20.7;13.2;19.3
23.02.2020 17:04:17;23.0;30.7;24.2;24.1;10.8;38.8;25.4;24.3;21.0;20.6;13.2;19.3
23.02.2020 17:04:29;23.0;30.7;24.3;24.1;10.8;38.8;25.4;24.3;21.0;20.7;13.1;19.3
